scenario,scenario_label,roof_scenario,roof_label,depot_id,depot_name,grid_cap_kw,pv_cap_max_kwp,installed_pv_kwp,installed_bess_energy_kwh,installed_bess_power_kw,grid_energy_kwh,peak_grid_kw,bus_charge_kwh,unserved_kwh,pv_generation_kwh,pv_used_kwh,pv_curtailment_pct,bess_charge_kwh,bess_discharge_kwh,energy_cost_cop,co2_kg,objective_cop,termination_condition,solver,solver_manager,capacity_mode
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ052,Perdomo,7605.0,115.17133957979686,115.17133957979686,0.0,0.0,40485.55825594798,2699.037217063207,40793.000000000015,0.0,426.21612458784693,307.44174405203347,27.867172001216247,0.0,0.0,8728775.083621139,7165.943811302792,11523483.397014732,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ001,Las Mercedes,3120.0,16.144793662568954,16.144793662568954,0.0,0.0,23434.902615363433,1562.326841024229,23478.000000000007,0.0,59.74725493544275,43.09738463657775,27.86717200121625,0.0,0.0,5052616.361193916,4147.977762919327,6628354.439035928,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ006,Perdomo I,487.5,84.90565407903247,84.90565407903247,0.0,0.0,3127.3503624671275,208.49002416447573,3354.0000000000005,0.0,314.2114954049696,226.64963753287302,27.86717200121625,0.0,0.0,674263.5917005317,553.5410141566815,953283.4633081921,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ039,El Refugio,4095.0,176.89707293923104,176.89707293923104,0.0,0.0,27262.785777081666,1703.9241110676044,27734.999999999996,0.0,654.6453757868649,472.21422291833073,27.86717200121625,0.0,0.0,5846988.82179518,4825.513082543454,7697858.665781072,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ040,Aeropuerto,4290.0,186.823450319716,186.823450319716,0.0,0.0,28457.28801483362,1897.1525343222415,28956.0,0.0,691.3800539953739,498.71198516638134,27.867172001216247,0.0,0.0,6135453.659819958,5036.93997862555,8187797.619174906,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ041,Usme,4485.0,29.233544549791347,29.233544549791347,0.0,0.0,33507.06502870908,1971.003825218186,33615.250000000015,0.0,108.18497129092972,108.18497129092972,0.0,0.0,0.0,7419443.460744692,5930.750510081508,9414731.15091492,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.50000000001,2332.566666666674,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000001,9876163.943565007,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478283,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ050,Usme II,7702.5,424.3185570825893,424.3185570825893,0.0,0.0,45521.81162718891,3034.7874418125944,46654.5,0.0,1570.281388149912,1132.6883728110897,27.867172001216247,0.0,0.0,9814602.347352454,8057.360658012436,13201864.820692284,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ052,Perdomo,7605.0,184.274143327675,184.274143327675,0.0,0.0,40301.09320951677,2686.7395473011247,40793.00000000002,0.0,681.9457993405551,491.90679048325364,27.867172001216254,0.0,0.0,8689004.015357524,7133.2934980844675,11528817.316787275,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ001,Las Mercedes,3120.0,22.199091286032314,22.199091286032314,0.0,0.0,23418.7410961247,1561.2494064083146,23477.999999999996,0.0,82.15247553623378,59.25890387529441,27.867172001216257,0.0,0.0,5049131.90222826,4145.117174014072,6628821.759261026,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ006,Perdomo I,487.5,116.74527435866965,116.74527435866965,0.0,0.0,3042.356748392299,202.82378322615332,3353.999999999999,0.0,432.0408061818332,311.6432516077004,27.86717200121625,0.0,0.0,655938.7822434637,538.4971444654369,955741.1057039967,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ039,El Refugio,4095.0,243.2334752914427,243.2334752914427,0.0,0.0,27085.7054434873,1692.8565902179619,27735.000000000004,0.0,900.1373917069391,649.2945565127047,27.867172001216254,0.0,0.0,5809010.797848838,4794.169863497252,7703917.770829439,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ040,Aeropuerto,4290.0,256.8822441896095,256.8822441896095,0.0,0.0,28270.27102039623,1884.684734693086,28956.000000000004,0.0,950.647574243639,685.7289796037742,27.86717200121625,0.0,0.0,6095132.385973648,5003.837970610133,8193205.330086702,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ041,Usme,4485.0,40.1961237559631,40.1961237559631,0.0,0.0,33466.49566447495,1968.6173920279389,33615.24999999998,0.0,148.75433552502835,148.75433552502835,0.0,0.0,0.0,7410460.217840081,5923.569732612066,9412467.924177082,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.50000000001,2332.566666666674,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000001,9876163.943565007,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478283,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ050,Usme II,7702.5,583.4380159885603,583.4380159885603,0.0,0.0,45097.05348738475,3006.47023249232,46654.5,0.0,2159.1369087061294,1557.4465126152486,27.86717200121625,0.0,0.0,9723023.561558062,7982.178467267101,13214146.962400328,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ052,Perdomo,7605.0,253.37694707555312,253.37694707555312,0.0,0.0,40116.62816308552,2674.441877539041,40793.0,0.0,937.6754740932633,676.3718369144738,27.867172001216247,0.0,0.0,8649232.947093906,7100.643184866138,11534151.236559812,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ001,Las Mercedes,3120.0,11758.617553739366,11758.617553739366,0.0,0.0,0.0,0.0,23478.0,0.0,43515.27404778547,23478.0,46.04653075557313,0.0,0.0,0.0,0.0,9767706.417243222,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ006,Perdomo I,487.5,111087.04939402036,111087.04939402036,0.0,0.0,0.0,0.0,7500.0,0.0,411101.33699377085,7500.0,98.17563230155253,0.0,0.0,0.0,0.0,92278338.01716979,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ039,El Refugio,4095.0,124334.2906303316,124334.2906303316,0.0,0.0,0.0,0.0,50400.0,0.0,460125.5807146569,50400.0,89.04646859196139,0.0,0.0,0.0,0.0,103282621.6962097,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ040,Aeropuerto,4290.0,119487.44511316717,119487.44511316717,0.0,0.0,0.0,0.0,52800.0,0.0,442188.7943549697,52800.0,88.05939890968506,0.0,0.0,0.0,0.0,99256420.15975969,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ041,Usme,4485.0,16029.339424553058,16029.339424553058,0.0,0.0,0.0,0.0,33615.25,0.0,59319.99188480953,33615.25,43.332342213944095,0.0,0.0,0.0,0.0,13315330.721984897,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ047,Venecia,5752.5,74334.87602402769,74334.87602402769,0.0,0.0,0.0,0.0,70800.0,0.0,275092.0749578297,70800.0,74.2631626116989,0.0,0.0,0.0,0.0,61748861.39858958,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ048,Venecia,7117.5,75029.31442354406,75029.31442354406,0.0,0.0,0.0,0.0,65700.0,0.0,277661.9924779935,65700.0,76.33813709479625,0.0,0.0,0.0,0.0,62325720.91292756,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ049,Escritorio IV,13600.0,75817.4076745315,75817.4076745315,0.0,0.0,0.0,0.0,80400.0,0.0,280578.4997659632,80400.0,71.34491770856874,0.0,0.0,0.0,0.0,62980378.101145074,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ050,Usme II,7702.5,19412.891423495883,19412.891423495883,0.0,0.0,0.0,0.0,46654.5,0.0,71841.548251111,46654.5,35.05916682512684,0.0,0.0,0.0,0.0,16125996.382476581,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ052,Perdomo,7605.0,88506.69713794823,88506.69713794823,0.0,0.0,0.0,0.0,93600.0,0.0,327537.9238605632,93600.0,71.42315647092926,0.0,0.0,0.0,0.0,73521179.64993398,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ001,Las Mercedes,3120.0,132473.31964420393,132473.31964420393,0.0,0.0,0.0,0.0,38400.0,0.0,490245.79479619244,38400.0,92.16719441398496,0.0,0.0,0.0,0.0,110043590.4551305,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ006,Perdomo I,487.5,541085.818270127,541085.818270127,0.0,0.0,0.0,0.0,7500.0,0.0,2002403.561284898,7500.0,99.62545012678727,0.0,0.0,0.0,0.0,449471835.88904804,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ039,El Refugio,4095.0,601641.0469773205,601641.0469773205,0.0,0.0,0.0,0.0,63000.0,0.0,2226501.1101827156,63000.0,97.17044830061505,0.0,0.0,0.0,0.0,499774151.9000646,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ040,Aeropuerto,4290.0,686081.6706431215,686081.6706431215,0.0,0.0,0.0,0.0,66000.0,0.0,2538991.6612862116,66000.0,97.40054286091805,0.0,0.0,0.0,0.0,569917705.5862862,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ041,Usme,4485.0,32364.24182957695,32364.24182957695,0.0,0.0,0.0,0.0,55200.0,0.0,119770.78479901541,55200.0,53.911966016896486,0.0,0.0,0.0,0.0,26884488.007473238,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ047,Venecia,5752.5,331848.57081349957,331848.57081349957,0.0,0.0,0.0,0.0,70800.0,0.0,1228076.466924732,70800.0,94.23488667792057,0.0,0.0,0.0,0.0,275661607.31685776,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ048,Venecia,7117.5,340962.32266664394,340962.32266664394,0.0,0.0,0.0,0.0,87600.0,0.0,1261803.8509203931,87600.0,93.05755803993607,0.0,0.0,0.0,0.0,283232263.6507574,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ049,Escritorio IV,13600.0,332936.84770568216,332936.84770568216,0.0,0.0,0.0,0.0,80400.0,0.0,1232103.867848928,80400.0,93.4745761215435,0.0,0.0,0.0,0.0,276565622.5325009,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ050,Usme II,7702.5,43143.00300092166,43143.00300092166,0.0,0.0,0.0,0.0,71100.0,0.0,159659.89116063307,71100.0,55.4678388647612,0.0,0.0,0.0,0.0,35838242.492820404,optimal,appsi_highs,local,technical
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ052,Perdomo,7605.0,395390.468579418,395390.468579418,0.0,0.0,0.0,0.0,93600.0,0.0,1463226.8221568395,93600.0,93.60317904355863,0.0,0.0,0.0,0.0,328444904.31035495,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ001,Las Mercedes,3120.0,0.0,0.0,8217.3,2160.0,23997.955706984674,1333.2197614991487,23478.000000000007,0.0,0.0,0.0,0.0,5332.879045996593,4812.923339011924,5015588.821317067,4247.638160136287,9091299.432131285,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ006,Perdomo I,487.5,0.0,0.0,1173.9,337.5,3428.2793867120954,190.45996592844978,3354.0000000000005,0.0,0.0,0.0,0.0,761.8398637137988,687.5604770017034,716512.688759581,606.8054514480409,1302561.367016798,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ039,El Refugio,4095.0,0.0,0.0,9707.25,2835.0,28193.138500635327,1566.2854722575196,27735.000000000004,0.0,0.0,0.0,0.0,4698.856416772554,4240.717916137231,5892384.835949754,4990.185514612453,10735688.664371656,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ040,Aeropuerto,4290.0,0.0,0.0,10134.6,2970.0,29597.27427597956,1644.293015332198,28956.0,0.0,0.0,0.0,0.0,6577.172061328791,5935.897785349233,6185850.153763394,5238.717546848381,11252768.703342166,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ041,Usme,4485.0,0.0,0.0,11765.3375,3105.0,34319.707146695335,1806.3003761418668,33615.25,0.0,0.0,0.0,0.0,7225.201504567435,6520.74435787211,7265175.204271656,6074.588164965073,12999735.457125844,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ047,Venecia,5752.5,0.0,0.0,12245.975,3982.5,35763.37308347529,1986.8540601930724,34988.49999999999,0.0,0.0,0.0,0.0,7947.416240772288,7172.54315729699,7474568.935797434,6330.117035775127,13648876.33845626,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ048,Venecia,7117.5,0.0,0.0,14570.15,4927.5,42550.93696763203,2363.940942646224,41629.00000000001,0.0,0.0,0.0,0.0,9455.763770584894,8533.826802952868,8893174.33523333,7531.515843270869,16264184.812126132,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ049,Escritorio IV,13600.0,0.0,0.0,13323.275,4522.5,38909.54003407155,2161.641113003975,38066.50000000001,0.0,0.0,0.0,0.0,8646.5644520159,7803.524417944349,8132119.936394331,6886.988586030664,14874532.638439402,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ050,Usme II,7702.5,0.0,0.0,16329.075,5332.5,47687.734241907994,2649.3185689948905,46654.5,0.0,0.0,0.0,0.0,10597.274275979556,9564.04003407155,9966768.407195546,8440.728960817714,18202648.59262879,optimal,appsi_highs,local,technical
S3,Smart charging with BESS only,R0,No PV,PZ052,Perdomo,7605.0,0.0,0.0,14277.55,5265.0,41696.42248722317,2316.4679159568445,40793.0,0.0,0.0,0.0,0.0,9265.871663827373,8362.449176604205,8714580.236305779,7380.266780238501,15994961.741303718,optimal,appsi_highs,local,technical
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ001,Las Mercedes,3120.0,10.090496039105595,10.090496039105595,8217.3,2160.0,23960.823748350955,1331.1568749083865,23478.0,0.0,37.342034334651714,37.342034334651714,0.0,5335.033668570337,4814.867885884729,5007828.217084321,4241.065803458119,9089857.964318892,optimal,appsi_highs,local,technical
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ006,Perdomo I,487.5,53.06603379939529,53.06603379939529,1173.9,337.5,3233.0019925921383,179.61122181067435,3354.000000000001,0.0,196.382184628106,196.382184628106,0.0,773.1710484127577,697.7868711925139,675699.5825532502,572.2413526888084,1294980.6713446826,optimal,appsi_highs,local,technical
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ039,El Refugio,4095.0,110.5606705870194,110.5606705870194,9707.25,2835.0,27788.527103950335,1543.8070613305742,27735.000000000004,0.0,409.15335986679054,409.15335986679054,0.0,4745.4406545345555,4282.760190717437,5807820.782954187,4918.569297399209,10720487.283523075,optimal,appsi_highs,local,technical
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ040,Aeropuerto,4290.0,116.76465644982248,116.76465644982248,10134.6,2970.0,29167.592684869327,1620.4218158260737,28956.0,0.0,432.1125337471086,432.1125337471086,0.0,6602.104806322415,5958.39958770598,6096046.413335998,5162.663905221871,11236088.404054089,optimal,appsi_highs,local,technical
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ041,Usme,4485.0,18.27096534361959,18.27096534361959,11765.3375,3105.0,34250.67455485868,1802.6670818346686,33615.250000000015,0.0,67.61560705683107,67.61560705683107,0.0,7210.668327338672,6507.6281654231525,7250561.621691989,6062.369396209986,12996665.995834015,optimal,appsi_highs,local,technical
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ047,Venecia,5752.5,0.0,0.0,12245.975,3982.5,35763.37308347529,1986.8540601930724,34988.49999999999,0.0,0.0,0.0,0.0,7947.416240772288,7172.54315729699,7474568.935797434,6330.117035775127,13648876.33845626,optimal,appsi_highs,local,technical
