scenario,scenario_label,roof_scenario,roof_label,depot_id,depot_name,grid_cap_kw,pv_cap_max_kwp,installed_pv_kwp,installed_bess_energy_kwh,installed_bess_power_kw,grid_energy_kwh,peak_grid_kw,bus_charge_kwh,unserved_kwh,pv_generation_kwh,pv_used_kwh,pv_curtailment_pct,bess_charge_kwh,bess_discharge_kwh,energy_cost_cop,co2_kg,objective_cop,termination_condition,solver,solver_manager,capacity_mode
S8,High grid emission factor,R3,"Internal depot roofs, high",PZ050,Usme II,7995.0,583.4380159885603,583.4380159885604,570.401861874093,300.2115062495226,48357.159501980874,3183.782432632122,50397.94653965785,0.0,2159.136908706129,2157.8695251142935,0.058698621042738625,1200.8460249980903,1083.7635375607767,10415691.686954154,12089.289875495218,19129974.84256343,optimal,cplex,neos,optimized
