scenario,scenario_label,roof_scenario,roof_label,depot_id,depot_name,grid_cap_kw,pv_cap_max_kwp,installed_pv_kwp,installed_bess_energy_kwh,installed_bess_power_kw,grid_energy_kwh,peak_grid_kw,bus_charge_kwh,unserved_kwh,pv_generation_kwh,pv_used_kwh,pv_curtailment_pct,bess_charge_kwh,bess_discharge_kwh,energy_cost_cop,co2_kg,objective_cop,termination_condition,solver,solver_manager,capacity_mode
S1,"Smart charging, no PV/BESS",R0,No PV,PZ001,Las Mercedes,3120.0,0.0,0.0,0.0,0.0,23477.999999999993,1565.2,23477.999999999993,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768985,4155.605999999999,6627108.251768985,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ006,Perdomo I,487.5,0.0,0.0,0.0,0.0,3354.000000000001,223.60000000000062,3354.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527124,593.6580000000001,946729.7502527124,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ039,El Refugio,4095.0,0.0,0.0,0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ040,Aeropuerto,4290.0,0.0,0.0,0.0,0.0,28955.99999999999,1930.4000000000012,28955.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,6242977.05674345,5125.211999999999,8173377.0567434495,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ041,Usme,4485.0,0.0,0.0,0.0,0.0,33615.249999999985,1977.3676470588234,33615.249999999985,0.0,0.0,0.0,0.0,0.0,0.0,7443398.775156964,5949.899249999997,9420766.422215788,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.50000000001,2332.566666666674,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000001,9876163.943565007,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478283,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ050,Usme II,7702.5,0.0,0.0,0.0,0.0,46654.499999999985,3110.3000000000025,46654.499999999985,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804161,8257.846499999998,13169112.442804161,optimal,appsi_highs,local,optimized
S1,"Smart charging, no PV/BESS",R0,No PV,PZ052,Perdomo,7605.0,0.0,0.0,0.0,0.0,40793.0,2719.533333333336,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393827,7220.361000000001,11514593.530727161,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ001,Las Mercedes,3120.0,10.090496039105595,0.0,0.0,0.0,23478.0,1565.2,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768987,4155.606,6627108.251768987,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ006,Perdomo I,487.5,53.06603379939529,0.0,0.0,0.0,3354.0,223.6,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527123,593.658,946729.7502527123,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ039,El Refugio,4095.0,110.5606705870194,0.0,0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ040,Aeropuerto,4290.0,116.76465644982248,0.0,0.0,0.0,28956.0,1930.4,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ041,Usme,4485.0,18.27096534361959,18.27096534361959,0.0,0.0,33547.63439294315,1973.3902584084208,33615.249999999985,0.0,67.61560705683107,67.61560705683107,0.0,0.0,0.0,7428426.70364929,5937.931287550938,9416994.37765274,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.50000000001,2332.566666666674,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000001,9876163.943565007,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478283,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ050,Usme II,7702.5,265.1990981766183,0.0,0.0,0.0,46654.5,3110.2999999999997,46654.5,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R1,"Internal depot roofs, conservative",PZ052,Perdomo,7605.0,115.17133957979686,0.0,0.0,0.0,40793.0,2719.5333333333333,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393825,7220.361,11514593.53072716,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ001,Las Mercedes,3120.0,16.144793662568954,0.0,0.0,0.0,23478.0,1565.2,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768987,4155.606,6627108.251768987,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ006,Perdomo I,487.5,84.90565407903247,0.0,0.0,0.0,3354.0,223.6,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527123,593.658,946729.7502527123,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ039,El Refugio,4095.0,176.89707293923104,0.0,0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ040,Aeropuerto,4290.0,186.823450319716,0.0,0.0,0.0,28956.0,1930.4,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ041,Usme,4485.0,29.233544549791347,29.233544549791347,0.0,0.0,33507.065028709076,1971.003825218181,33615.25,0.0,108.18497129092972,108.18497129092972,0.0,0.0,0.0,7419443.460744691,5930.750510081507,9414731.150914919,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.50000000001,2332.566666666674,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000001,9876163.943565007,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478283,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
