scenario,scenario_label,roof_scenario,roof_label,depot_id,depot_name,grid_cap_kw,pv_cap_max_kwp,installed_pv_kwp,installed_bess_energy_kwh,installed_bess_power_kw,grid_energy_kwh,peak_grid_kw,bus_charge_kwh,unserved_kwh,pv_generation_kwh,pv_used_kwh,pv_curtailment_pct,bess_charge_kwh,bess_discharge_kwh,energy_cost_cop,co2_kg,objective_cop,termination_condition,solver,solver_manager,capacity_mode
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ050,Usme II,7702.5,424.3185570825893,0.0,0.0,0.0,46654.5,3110.2999999999997,46654.5,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R2,"Internal depot roofs, medium",PZ052,Perdomo,7605.0,184.274143327675,0.0,0.0,0.0,40793.0,2719.5333333333333,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393825,7220.361,11514593.53072716,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ001,Las Mercedes,3120.0,22.199091286032314,0.0,0.0,0.0,23478.0,1565.2,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768987,4155.606,6627108.251768987,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ006,Perdomo I,487.5,116.74527435866965,0.0,0.0,0.0,3354.0,223.6,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527123,593.658,946729.7502527123,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ039,El Refugio,4095.0,243.2334752914427,0.0,0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ040,Aeropuerto,4290.0,256.8822441896095,0.0,0.0,0.0,28956.0,1930.4,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ041,Usme,4485.0,40.1961237559631,40.1961237559631,0.0,0.0,33466.49566447496,1968.6173920279389,33615.249999999985,0.0,148.75433552502835,148.75433552502835,0.0,0.0,0.0,7410460.217840084,5923.569732612068,9412467.924177084,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.50000000001,2332.566666666674,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000001,9876163.943565007,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478283,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ050,Usme II,7702.5,583.4380159885603,0.0,0.0,0.0,46654.5,3110.2999999999997,46654.5,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R3,"Internal depot roofs, high",PZ052,Perdomo,7605.0,253.37694707555312,0.0,0.0,0.0,40793.0,2719.5333333333333,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393825,7220.361,11514593.53072716,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ001,Las Mercedes,3120.0,11758.617553739366,0.0,0.0,0.0,23478.0,1565.2,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768987,4155.606,6627108.251768987,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ006,Perdomo I,487.5,111087.04939402036,0.0,0.0,0.0,3354.000000000001,223.60000000000048,3354.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527125,593.6580000000002,946729.7502527125,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ039,El Refugio,4095.0,124334.2906303316,0.0,0.0,0.0,27735.0,1733.4375000000002,27735.0,0.0,-2.2737367544323206e-13,-2.2737367544323206e-13,0.0,0.0,0.0,5948263.552318768,4909.094999999999,7681701.052318768,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ040,Aeropuerto,4290.0,119487.44511316717,0.0,0.0,0.0,28955.999999999993,1930.4000000000035,28955.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,6242977.05674345,5125.2119999999995,8173377.05674345,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ041,Usme,4485.0,16029.339424553058,9083.451210471068,0.0,0.0,0.0,-0.0,33615.24999999999,0.0,33615.24999999999,33615.24999999999,0.0,0.0,0.0,0.0,0.0,7545486.0466159675,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ047,Venecia,5752.5,74334.87602402769,0.0,0.0,0.0,34988.5,2332.5666666666666,34988.5,0.0,0.0,0.0,0.0,0.0,0.0,7543597.2768983375,6192.964499999999,9876163.943565004,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ048,Venecia,7117.5,75029.31442354406,0.0,0.0,0.0,41629.0,2775.266666666667,41629.0,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478281,7368.332999999999,11750570.29614495,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ049,Escritorio IV,13600.0,75817.4076745315,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ050,Usme II,7702.5,19412.891423495883,0.0,0.0,0.0,46654.5,3110.2999999999997,46654.5,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R4,"Depot plus nearby roofs, medium",PZ052,Perdomo,7605.0,88506.69713794823,0.0,0.0,0.0,40793.0,2719.5333333333333,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393825,7220.361,11514593.53072716,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ001,Las Mercedes,3120.0,132473.31964420393,0.0,0.0,0.0,23477.999999999993,1565.2000000000003,23477.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768985,4155.605999999999,6627108.251768985,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ006,Perdomo I,487.5,541085.818270127,0.0,0.0,0.0,3354.000000000001,223.60000000000048,3354.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527125,593.6580000000002,946729.7502527125,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ039,El Refugio,4095.0,601641.0469773205,0.0,0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ040,Aeropuerto,4290.0,686081.6706431215,0.0,0.0,0.0,28955.999999999993,1930.4,28955.999999999993,0.0,0.0,0.0,0.0,0.0,0.0,6242977.0567434495,5125.211999999998,8173377.0567434495,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ041,Usme,4485.0,32364.24182957695,9083.451210471068,0.0,0.0,0.0,-0.0,33615.24999999999,0.0,33615.24999999999,33615.24999999999,0.0,0.0,0.0,0.0,0.0,7545486.0466159675,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ047,Venecia,5752.5,331848.57081349957,0.0,0.0,0.0,34988.50000000001,2332.5666666666702,34988.50000000001,0.0,0.0,0.0,0.0,0.0,0.0,7543597.27689834,6192.964500000002,9876163.943565007,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ048,Venecia,7117.5,340962.32266664394,0.0,0.0,0.0,41628.99999999999,2775.2666666666705,41628.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478281,7368.332999999999,11750570.296144947,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ049,Escritorio IV,13600.0,332936.84770568216,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.822300199,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ050,Usme II,7702.5,43143.00300092166,0.0,0.0,0.0,46654.5,3110.2999999999997,46654.5,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S2,Smart charging with depot rooftop PV,R5,Maximum technical roof sensitivity,PZ052,Perdomo,7605.0,395390.468579418,0.0,0.0,0.0,40793.0,2719.533333333336,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393827,7220.361000000001,11514593.530727161,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ001,Las Mercedes,3120.0,0.0,0.0,0.0,0.0,23478.0,1565.2,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768986,4155.606,6627108.251768986,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ006,Perdomo I,487.5,0.0,0.0,0.0,0.0,3354.0,223.6,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527123,593.658,946729.7502527123,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ039,El Refugio,4095.0,0.0,0.0,-0.0,0.0,27735.0,1733.4375000000002,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318768,4909.094999999999,7681701.052318768,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ040,Aeropuerto,4290.0,0.0,0.0,0.0,0.0,28956.0,1930.4,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ041,Usme,4485.0,0.0,0.0,0.0,0.0,33615.24999999999,1977.3676470588243,33615.24999999999,0.0,0.0,0.0,0.0,0.0,0.0,7443398.7751569655,5949.899249999999,9420766.42221579,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.5,2332.566666666667,34988.5,0.0,0.0,0.0,0.0,0.0,0.0,7543597.2768983375,6192.9645,9876163.943565004,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41628.99999999999,2775.2666666666673,41628.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478281,7368.332999999999,11750570.296144947,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ050,Usme II,7702.5,0.0,0.0,0.0,0.0,46654.5,3110.3,46654.5,0.0,0.0,0.0,0.0,0.0,0.0,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S3,Smart charging with BESS only,R0,No PV,PZ052,Perdomo,7605.0,0.0,0.0,0.0,0.0,40793.0,2719.5333333333333,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393825,7220.361,11514593.53072716,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ001,Las Mercedes,3120.0,10.090496039105595,0.0,-0.0,-0.0,23478.0,1565.2000000000003,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768986,4155.606,6627108.251768986,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ006,Perdomo I,487.5,53.06603379939529,0.0,-0.0,-0.0,3354.000000000001,223.60000000000005,3354.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527124,593.658,946729.7502527125,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ039,El Refugio,4095.0,110.5606705870194,0.0,-0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ040,Aeropuerto,4290.0,116.76465644982248,0.0,-0.0,0.0,28956.0,1930.4000000000012,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ041,Usme,4485.0,18.27096534361959,18.27096534361959,-0.0,0.0,33547.63439294316,1973.3902584084328,33615.25,0.0,67.61560705683107,67.61560705683107,0.0,0.0,0.0,7428426.703649293,5937.9312875509395,9416994.377652742,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.5,2332.566666666667,34988.5,0.0,0.0,0.0,0.0,0.0,0.0,7543597.2768983375,6192.9645,9876163.943565004,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41628.99999999999,2775.2666666666673,41628.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478281,7368.332999999999,11750570.296144947,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ050,Usme II,7702.5,265.1990981766183,0.0,-0.0,0.0,46654.5,3110.300000000001,46654.5,0.0,0.0,0.0,0.0,-4.547473508864641e-13,-4.1040948417503385e-13,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R1,"Internal depot roofs, conservative",PZ052,Perdomo,7605.0,115.17133957979686,0.0,-0.0,0.0,40793.0,2719.533333333336,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393827,7220.361,11514593.530727161,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ001,Las Mercedes,3120.0,16.144793662568954,0.0,-0.0,-0.0,23478.0,1565.2000000000003,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768986,4155.606,6627108.251768986,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ006,Perdomo I,487.5,84.90565407903247,0.0,-0.0,-0.0,3354.0,223.60000000000002,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527124,593.6580000000001,946729.7502527124,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ039,El Refugio,4095.0,176.89707293923104,0.0,-0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ040,Aeropuerto,4290.0,186.823450319716,0.0,-0.0,0.0,28956.0,1930.4000000000012,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ041,Usme,4485.0,29.233544549791347,29.233544549791347,-0.0,0.0,33507.06502870907,1971.0038252181823,33615.25,0.0,108.18497129092972,108.18497129092972,0.0,0.0,0.0,7419443.46074469,5930.750510081505,9414731.150914917,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.5,2332.566666666667,34988.5,0.0,0.0,0.0,0.0,0.0,0.0,7543597.2768983375,6192.9645,9876163.943565004,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41628.99999999999,2775.2666666666673,41628.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478281,7368.332999999999,11750570.296144947,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ050,Usme II,7702.5,424.3185570825893,0.0,-0.0,0.0,46654.5,3110.300000000001,46654.5,0.0,0.0,0.0,0.0,-4.547473508864641e-13,-4.1040948417503385e-13,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R2,"Internal depot roofs, medium",PZ052,Perdomo,7605.0,184.274143327675,0.0,-0.0,0.0,40793.0,2719.533333333336,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393827,7220.361,11514593.530727161,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ001,Las Mercedes,3120.0,22.199091286032314,0.0,-0.0,-0.0,23478.0,1565.2000000000003,23478.0,0.0,0.0,0.0,0.0,0.0,0.0,5061908.251768986,4155.606,6627108.251768986,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ006,Perdomo I,487.5,116.74527435866965,0.0,-0.0,-0.0,3354.0,223.60000000000002,3354.0,0.0,0.0,0.0,0.0,0.0,0.0,723129.7502527124,593.6580000000001,946729.7502527124,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ039,El Refugio,4095.0,243.2334752914427,0.0,-0.0,0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ040,Aeropuerto,4290.0,256.8822441896095,0.0,-0.0,0.0,28956.0,1930.4000000000012,28956.0,0.0,0.0,0.0,0.0,0.0,0.0,6242977.056743451,5125.2119999999995,8173377.056743451,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ041,Usme,4485.0,40.1961237559631,40.1961237559631,-0.0,0.0,33466.49566447496,1968.6173920279439,33615.24999999999,0.0,148.75433552502835,148.75433552502835,0.0,0.0,0.0,7410460.217840084,5923.569732612068,9412467.924177086,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ047,Venecia,5752.5,0.0,0.0,0.0,0.0,34988.5,2332.566666666667,34988.5,0.0,0.0,0.0,0.0,0.0,0.0,7543597.2768983375,6192.9645,9876163.943565004,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ048,Venecia,7117.5,0.0,0.0,0.0,0.0,41628.99999999999,2775.2666666666673,41628.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,8975303.629478281,7368.332999999999,11750570.296144947,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ049,Escritorio IV,13600.0,0.0,0.0,0.0,0.0,38066.49999999999,2537.766666666667,38066.49999999999,0.0,0.0,0.0,0.0,0.0,0.0,8207220.8223001985,6737.770499999998,10744987.488966865,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ050,Usme II,7702.5,583.4380159885603,0.0,-0.0,0.0,46654.5,3110.300000000001,46654.5,0.0,0.0,0.0,0.0,-4.547473508864641e-13,-4.1040948417503385e-13,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R3,"Internal depot roofs, high",PZ052,Perdomo,7605.0,253.37694707555312,0.0,-0.0,0.0,40793.0,2719.533333333336,40793.0,0.0,0.0,0.0,0.0,0.0,0.0,8795060.197393827,7220.361,11514593.530727161,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ001,Las Mercedes,3120.0,11758.617553739366,0.0,7.773899703304454e-13,0.0,23477.999999999993,1565.2,23477.999999999993,0.0,8.183052319267846e-13,8.183052319267846e-13,0.0,1.8260555940020515e-12,1.606603854768333e-12,5061908.251768984,4155.605999999999,6627108.251768984,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ006,Perdomo I,487.5,111087.04939402036,0.0,8.975276662232845e-14,0.0,3354.000000000001,223.60000000000068,3354.000000000001,0.0,9.447659644455625e-14,9.447659644455625e-14,0.0,1.8895319288911253e-13,1.7053025658242404e-13,723129.7502527124,593.6580000000001,946729.7502527124,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ039,El Refugio,4095.0,124334.2906303316,0.0,-0.0,-0.0,27735.0,1733.4375,27735.0,0.0,0.0,0.0,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ040,Aeropuerto,4290.0,119487.44511316717,0.0,7.180221329786276e-13,0.0,28955.999999999993,1930.400000000003,28955.999999999996,0.0,7.5581277155645e-13,7.5581277155645e-13,0.0,1.5116255431129002e-12,1.3642420526593924e-12,6242977.05674345,5125.211999999999,8173377.05674345,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ041,Usme,4485.0,16029.339424553058,9083.451210471072,-2.3471780075112747e-12,-0.0,-5.544803505230788e-12,-0.0,33615.25,0.0,33615.25000000001,33615.25000000001,0.0,0.0,-5.823880266930815e-12,-1.1066753459863302e-09,-9.814302204258495e-13,7545486.046615968,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ047,Venecia,5752.5,74334.87602402769,0.0,-2.3372249554834946e-12,0.0,34988.5,2332.5666666666702,34988.50000000001,0.0,0.0,0.0,0.0,-6.098215602337497e-12,-4.014101643671589e-12,7543597.276898338,6192.964500000001,9876163.943565005,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ048,Venecia,7117.5,75029.31442354406,0.0,-5.374150162343838e-13,0.0,41629.0,2775.2666666666705,41629.0,0.0,-5.65700017088825e-13,-5.65700017088825e-13,0.0,-1.13140003417765e-12,-1.0210885308453294e-12,8975303.629478283,7368.333,11750570.29614495,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ049,Escritorio IV,13600.0,75817.4076745315,0.0,-0.0,0.0,38066.50000000001,2537.7666666666732,38066.50000000001,0.0,0.0,0.0,0.0,-1.4691235038116726e-13,-1.0706450540946358e-13,8207220.822300202,6737.7705000000005,10744987.48896687,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ050,Usme II,7702.5,19412.891423495883,0.0,-5.12570806169658e-13,0.0,46654.5,3110.300000000004,46654.5,0.0,-5.395482170206927e-13,-5.395482170206927e-13,0.0,-1.449042918793621e-12,-1.307761234211243e-12,10058812.442804163,8257.846499999998,13169112.442804163,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R4,"Depot plus nearby roofs, medium",PZ052,Perdomo,7605.0,88506.69713794823,0.0,-0.0,0.0,40793.00000000001,2719.533333333338,40793.00000000001,0.0,0.0,0.0,0.0,5.239862254292944e-13,6.8963992104578e-14,8795060.197393827,7220.361000000001,11514593.530727161,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R5,Maximum technical roof sensitivity,PZ001,Las Mercedes,3120.0,132473.31964420393,0.0,3.304958645936783e-14,0.0,23478.0,1565.2000000000057,23478.0,0.0,3.4789038378281926e-14,3.4789038378281926e-14,0.0,9.917563846185773e-13,-1.8930634837488454e-12,5061908.251768986,4155.606,6627108.251768986,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R5,Maximum technical roof sensitivity,PZ006,Perdomo I,487.5,541085.818270127,0.0,8.975276662232845e-14,0.0,3354.000000000001,223.60000000000068,3354.000000000001,0.0,9.447659644455625e-14,9.447659644455625e-14,0.0,1.8895319288911253e-13,1.7053025658242404e-13,723129.7502527124,593.6580000000001,946729.7502527124,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R5,Maximum technical roof sensitivity,PZ039,El Refugio,4095.0,601641.0469773205,0.0,-0.0,0.0,27735.0,1733.4375000000002,27735.0,0.0,-2.0368659487702668e-13,-2.0368659487702668e-13,0.0,0.0,0.0,5948263.552318767,4909.094999999999,7681701.052318767,optimal,appsi_highs,local,optimized
S4,Smart charging with PV+BESS,R5,Maximum technical roof sensitivity,PZ040,Aeropuerto,4290.0,686081.6706431215,0.0,7.180221329786276e-13,0.0,28955.999999999993,1930.400000000003,28955.999999999996,0.0,7.5581277155645e-13,7.5581277155645e-13,0.0,1.5116255431129002e-12,1.3642420526593924e-12,6242977.05674345,5125.211999999999,8173377.05674345,optimal,appsi_highs,local,optimized
