depot_id,depot_name,operator_family,concesionario_operacion,zone,zone_norm,component,assignment_method,assignment_confidence,route_code,route_label,route_total_validations,operator_total_validations,route_share_operator,route_bus_count_proxy,route_daily_energy_kwh_proxy,gtfs_route_id_match,gtfs_short_name_match,gtfs_any_match,source_note
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10666,GL519,4569.136363636364,251531.9090909091,0.018165235496960263,0.5631223004057682,101.64357522324116,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10667,GA537,3035.8636363636365,251531.9090909091,0.012069497056400941,0.3741544087484292,67.53487077909146,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10668,GA538,3964.227272727273,251531.9090909091,0.01576033548608147,0.4885704000685256,88.18695721236887,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10670,GA516,2233.090909090909,251531.9090909091,0.008877962709231541,0.2752168439861778,49.67664033950509,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10671,GA535,6726.590909090909,251531.9090909091,0.026742495349406238,0.8290173558315934,149.6376327276026,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10672,GA541,3809.2727272727275,251531.9090909091,0.015144292193544214,0.4694730579998706,84.73988696897665,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10673,HA611,4649.681818181818,251531.9090909091,0.01848545512570066,0.5730491088967204,103.43536415585804,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10674,C80,0.0,251531.9090909091,0.0,0.0,0.0,True,False,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10703,GH545,1477.1363636363637,251531.9090909091,0.005872560539038785,0.18204937671020233,32.85991249619152,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10705,GA567,3991.4090909090905,251531.9090909091,0.01586840057523878,0.4919204178324022,88.7916354187486,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10706,G528,1984.1363636363637,251531.9090909091,0.007888209375929532,0.2445344906538155,44.1384755630137,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10714,GA547,2495.681818181818,251531.9090909091,0.009921929297963641,0.30757980823687286,55.51815538675555,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10716,GA520,3853.0,251531.9090909091,0.015318136032623369,0.4748622170113244,85.71263017054406,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10717,HA680,3696.090909090909,251531.9090909091,0.014694322173474467,0.4555239873777085,82.22207972167638,True,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10718,GA587,988.5,251531.9090909091,0.0039299188861272255,0.12182748546994399,21.98986112732489,False,True,True,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10720,14-1.,75.36363636363636,251531.9090909091,0.0002996185916769642,0.00928817634198589,1.676515829728453,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ052,Perdomo,ETIB,Empresa de Transporte integrado de Bogotá – ETIB S.A.S.,Bosa,BOSA,Zonal,nearest_southwest_electric_depot_proxy,low,10721,15-5.,76.13636363636364,251531.9090909091,0.000302690676151336,0.009383410960691415,1.6937056784048004,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10001,17-3 MODELIA,2867.2727272727275,27565.272727272728,0.10401757151620288,12.482108581944345,2884.9273460018867,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10134,16-7 LA ESTANCIA,3788.818181818182,27565.272727272728,0.13744896411162927,16.493875693395513,3812.147019636038,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10135,16-8 ZONA FRANCA,4012.590909090909,27565.272727272728,0.14556688587089156,17.46802630450699,4037.2975796291776,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10136,16-9 FONTIBON CENTRO,1353.7727272727273,27565.272727272728,0.049111530318120954,5.893383638174514,1362.1082933730847,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10137,16-10 VILLEMAR,2292.7727272727275,27565.272727272728,0.08317613070464155,9.981135684556987,2306.8899850932335,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10138,16-12 BELEN,1744.0454545454545,27565.272727272728,0.06326966077211775,7.59235929265413,1754.784041514686,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10139,TC6 SAN PABLO JERICO,3619.318181818182,27565.272727272728,0.13129992282780045,15.755990739336054,3641.6033596290454,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10140,K300 PUENTE GRANDE,3367.772727272727,27565.272727272728,0.1221744751301044,14.660937015612529,3388.5090677334456,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10141,K301 LA FELICIDAD,2548.7272727272725,27565.272727272728,0.09246152932873378,11.095383519448053,2564.4205159324315,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
PZ039,El Refugio,GRAN AMERICAS FONTIBON,GRAN AMERICAS FONTIBON I S.A.S.,FONTIBÓN I,FONTIBON I,ALIMENTACIÓN,fontibon_i_to_el_refugio_proxy,medium,10142,KF333 CIUDAD ALSACIA,1970.1818181818182,27565.272727272728,0.0714733294197574,8.576799530370888,1982.3127914569714,False,False,False,Operator-route shares from March 2026 SITP zonal validation profiles.
